,prompt,summary
675,4 people can ride the Ferris wheel in paradise park at the same time. If each seat on the Ferris wheel can hold 2 peopleHow many seats does the Ferris wheel have?,"var1 = find(People on Ferris wheel), var2 = find(Capacity per seat), var3 = div(var1, var2), return(var3)"
19,Because of the decision Sofia asked the students to suggest specific types of food from a total of 66 choices. If 450 students suggested adding mashed potatoes 38 suggested adding bacon to the menu and the rest did not participateHow many students participated in the suggestion of new food items?,"var1 = find(total choices), var2 = find(mashed potatoes suggested), var3 = find(bacon suggested), var4 = add(var2, var3), CALL, var5 = subtract(var1, var4), CALL, return(var4)"
1338,"There are 9 students in the class and 27 Skittles. If the Skittles are divided equally among the students, how many does each student get?","var1 = find(Skittles), var2 = find(students), var3 = divide(var1, var2), CALL, var4 = multiply(var3, var2), CALL, var5 = subtract(var1, var4), CALL, return(var3)"
607,Baker's friend bought 137 cakes from him. If he had made 169 cakes initiallyHow many cakes would baker still have?,"var1 = find(cakes baker made initially), var2 = find(cakes baker friend bought), var3 = subtract(var1, var2), CALL, return(var3)"
1212,"Faye was placing her pencils into rows with eight pencils in each row. If she had thirty-two pencils, how many rows could she make?","var1 = find(pencils), var2 = find(pencils per row), var3 = divide(var1, var2), CALL, return(var3)"
1643,Alvin had 57 marbles and played two games. He lost 18 marbles during the first game. He won 25 marbles during the second game. How many marbles did Alvin have then?,"var1 = find(total marbles), var2 = subtract(var1, 18), CALL, var3 = add(var2, 25), CALL, return(var3)"
421,"Rachel had to complete 9 pages of math homework, 11 pages of reading homework and 29 more pages of biology homework.How many pages of math and reading homework did she have to complete?","var1 = find(math homework), var2 = find(reading homework), var3 = add(var1, var2), CALL, return(var3)"
846,Edward spent $2 on a board game and then he bought 4 action figures for $7 each. How much money did he spend on the game and figures?,"var1 = find(board game cost), var2 = find(action figures), var3 = find(figure cost each), var2 = var2 * var3, CALL, var1 = add(var1, var2), CALL, return(var1)"
2320,The Spurs basketball team has 22 players. Each player has eleven basketballs. How many basketballs do they have in all? ,"var1 = find(players), var2 = find(basketballs per player), var3 = multiply(var1, var2), CALL, return(var3)"
689,Dave had some apps on his phone. After deleting 18 of them he had 5 left.How many apps did he have on his phone at the start?,"var1 = find(Apps left), var2 = find(Apps deleted), var3 = add(var1, var2), CALL, return(var3)"
1252,Shirley sold 54 boxes of Trefoils. How many cases of 6 boxes does Shirley need to deliver?,"var1 = find(boxes sold), var2 = find(boxes per case), var3 = divide(var1, var2), CALL, var4 = multiply(var3, var2), CALL, var5 = subtract(var1, var4), CALL, return(var3)"
366,Debby bought 95 soda bottles and 180 water bottles when they were on sale. If she drank 15 water bottles and 54 soda bottles a dayHow many days would the water bottles last?,"var1 = find(soda bottles), var2 = find(bottles drank per day), var3 = divide(var1, var2), var4 = find(water bottles), var5 = find(bottles drank per day), var6 = divide(var4, var5), CALL, return(var6)"
985,Gwen had ten fish and her sister had five fish. How many fish did they have total?,"var1 = find(Gwen fish), var2 = find(sister fish), var1 = add(var1, var2), CALL, return(var1)"
15,An industrial machine worked for 5 minutes. It can make 4 shirts a minute.How many shirts did machine make?,"var1 = find(machine worked), var2 = find(shirts a minute), var3 = multiply(var1, var2), CALL, return(var3)"
2324,Brian has 39 pencils. He gives 18 pencils to a friend. He buys 22 more pencils. How many pencils does Brian have now?,"var1 = find(Brian has pencils), var2 = find(pencils given to friend), var3 = find(pencils bought), var4 = subtract(var1, var2), var5 = add(var4, var3), CALL, return(var5)"
780,A lawn care company bought 4 lawnmower blade for $8 each. They also bought a spool of weed eater string for $7. How much money did they spend on supplies?,"var1 = find(blades), var2 = find(blade cost), var1 = var1 * var2, CALL, var2 = find(string cost), var1 = add(var1, var2), CALL, return(var1)"
1814,"There were 3,409 pieces of candy in a jar. If 145 pieces were red and the rest were blue, how many were blue?","var1 = find(total candies), var2 = find(red candies), var3 = subtract(var1, var2), CALL, return(var3)"
2113,"Lastly, Andrew tried to compute his expenses for the game night. If he spent $9.00 for each game they played and they played a total of 5 games, how much money did he spend that night?","var1 = find(amount spent per game), var2 = find(total number of games played), var1 = multiply(var1, var2), CALL, return(var1)"
740,"At the arcade Debby spent 2 tickets on a hat, 10 on a stuffed animal and 2 on a yoyo. How many tickets did she spend total? ","var1 = find(tickets on hat), var2 = find(tickets on stuffed animal), var3 = find(tickets on yoyo), var4 = add(var1, var2), CALL, var5 = add(var4, var3), CALL, return(var5)"
701,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 39 inches. The grasshopper jumped 19 inches farther than the frog and the mouse jumped 12 inches lesser than the frog.How far did the mouse jump?","var1 = find(Grasshopper jump), var2 = find(Jump difference), var3 = sub(var1, var2), CALL, var4 = find(Mouse jump), var5 = sub(var3, var4), CALL, return(var5)"
2374,Tyler had 15 dogs. Each dog had five puppies. How many puppies does Tyler now have?,"var1 = find(dogs), var2 = find(puppies per dog), var3 = multiply(var1, var2), CALL, return(var3)"
1767,"A number machine changes the value of the numbers placed inside it. My number machine will add 15 to a number and then subtract 6 from the sum. If I put in the number 68, what number will come out of the machine?","var1 = find(original number), var2 = add(var1, 15), var3 = subtract(var2, 6), return(var3)"
1963,Trevor counted 77 coins in his bank. He counted 29 quarters. The rest are dimes. How many more coints of the total than quarts does Trevor have?,"var1 = find(total coins), var2 = find(quarters), var3 = subtract(var1, var2), return(var3)"
1966,The Razorback T-shirt Shop makes $9 dollars off each t-shirt sold. During the Arkansas and Texas Tech game they sold 245 t-shirts. How much money did they make from selling the t-shirts?,"var1 = find(dollars per tshirt), var2 = find(tshirts sold), var3 = multiply(var1, var2), CALL, return(var3)"
1775,Adam has five more apples than Jackie. Jackie has nine apples. How many apples does Adam have?,"var1 = find(Jackie's apples), var2 = find(apples added by Adam), var3 = add(var1, var2), CALL, return(var3)"
1649,Paul had 28 strawberries in his basket. He picked 35 more strawberries. How many strawberries did he have then?,"var1 = find(Paul's strawberries), var2 = find(strawberries picked), var1 = add(var1, var2), CALL, return(var1)"
2135,"Alexa is reading a Nancy Drew mystery. There are 95 pages in her book. She read 18 pages the first day. The next day, Alexa just couldn't stop reading. She read 58 pages. How many pages does Alexa have left to read?","var1 = find(book pages), var2 = subtract(var1, 18), var3 = subtract(var2, 58), return(var3)"
637,"They decided to hold the party in their backyard. They have 2 sets of tables, each having the same number of chairs. If there are a total of 12 chairs in the backyardHow many chairs are there for each table?","var1 = find(total chairs), var2 = find(number of sets), var1 = divide(var1, var2), CALL, return(var1)"
1017,"If one pack costs 11 dollars, how many packs of DVD's can you buy with 110 dollars?","var1 = find(cost of one pack), var2 = find(amount of money), var1 = divide(var2, var1), CALL, return(var1)"
1700,Tina had a large collection of beanie babies. She gave 8 beanie babies to her cousin. She gave half that amount to her sister. She gave 36 beanie babies to needy children. She kept 12 for herself. How many beanie babies were in Tina's collection at first?,"var1 = find(Tina gave to cousin), var2 = divide(var1, 2), var3 = add(var1, var2), var4 = find(beanie babies to charity), var5 = add(var3, var4), var6 = find(Tina kept), var7 = add(var5, var6), return(var7)"
314,Paco had 22 sweet cookies and 75 salty cookies. He ate 15 sweet cookies and 54 salty cookies.How many sweet cookies did Paco have left?,"var1 = find(sweet cookies), var2 = find(salty cookies), var3 = subtract(var1, 15), var4 = subtract(var2, 54), CALL, return(var3)"
1983,"There was 1,050 ml of tea in a pot. Anna poured the tea into some cups. If there were 65 ml of tea in each cup, how much tea was left in the pot?","var1 = find(tea in pot), var2 = find(tea per cup), var3 = divide(var1, var2), CALL, var3 = round_down(var3), CALL, var4 = multiply(var2, var3), CALL, var5 = subtract(var1, var4), CALL, return(var5)"
2268,"A school buys 1,093 chairs. If it wants to distribute them equally into 35 classrooms, how many more chairs should be purchased?","var1 = find(chairs), var2 = find(classrooms), var3 = divide(var1, var2), CALL, var3 = round_down(var3), CALL, var4 = multiply(var2, var3), CALL, var5 = subtract(var1, var4), CALL, var6 = subtract(var2, var5), CALL, return(var6)"
2071,"The wolves, though accustomed to cold weather, also wanted to move away from the incoming winter. If there are 43 packs of wolves living in the forest and 31 packs went away, how many wolf packs were left in the forest?","var1 = find(wolf packs in the forest), var2 = find(wolf packs migrated), var1 = subtract(var1, var2), CALL, return(var1)"
